hombre	personas	D	etnia	Z	ocupado_jefe	ingreso_jefe_hogar
0.00	6.00	1.00	0.00	-1,235515118	1.00	44.00
0.00		1.00	1.00	4,732727528	1.00	0,5
1.00	7.00	1.00	0.00	-2,298953056	1.00	15,5
1.00	6.00	1.00	0.00	0,006769399	1.00	30,5
1.00	9.00	1.00	1.00	-0,575924933	1.00	42.00
0.00	5.00	1.00	1.00	-1,871012211	1.00	66,80000305
1.00	4.00	1.00	0.00	0,587002695	1.00	109,0999985
0.00		1.00	1.00	0,38035962	1.00	20,5
1.00	8.00	1.00	0.00	-3,985822916	1.00	192.00
0.00		1.00	1.00	0,018703064	1.00	60,5
0.00	4.00	1.00	0.00	1,147182941	1.00	43,5
1.00	5.00	1.00	0.00	3,374595881	1.00	44,5
0.00	6.00	1.00	0.00	-3,275180101	1.00	49.00
1.00	3.00	1.00	1.00	-0,983519375	0.00	0.00
0.00	5.00	1.00	0.00	-0,274128288	1.00	170.00
0.00		1.00	1.00	0,353864312	1.00	0,5
0.00	5.00	1.00	0.00	-0,016871301	1.00	70,5
0.00	4.00	1.00	0.00	1,313934922	1.00	120,5
0.00	7.00	1.00	0.00	-2,212967157	0.00	16,60000038
1.00	4.00	1.00	0.00	-0,214462921	0.00	10.00
0.00	5.00	1.00	0.00	0,172885105	1.00	70,5
0.00	3.00	1.00	0.00	-1,957415104	1.00	17,5
0.00	7.00	1.00	1.00	-1,702835202	1.00	15,5
0.00	5.00	1.00	1.00	-1,586932778	1.00	154,3999939
0.00	6.00	1.00	0.00	1,195635915	1.00	43,5
0.00	3.00	1.00	1.00	-1,429362655	1.00	0.00
0.00	6.00	1.00	0.00	0,058293998	1.00	47,79999924
0.00	5.00	1.00	1.00	-2,445002794	1.00	171.00
1.00	6.00	1.00	0.00	1,055494905	1.00	110,5
0.00	5.00	1.00	0.00	-1,212789059	1.00	80.00
0.00	6.00	1.00	1.00	-1,284955978	0.00	40.00
0.00		1.00	1.00	0,937368274	1.00	98,39990997
1.00	6.00	1.00	0.00	-1,37006402	1.00	40.00
1.00		1.00	1.00	0,963950217	1.00	145,5
0.00		1.00	1.00	-0,268774778	1.00	44.00
1.00	6.00	1.00	1.00	-0,428778291	1.00	20.00
1.00	5.00	1.00	1.00	-3,424073458	1.00	225,3999939
1.00		1.00	1.00	-0,26882419	0.00	36.00
1.00	5.00	1.00	0.00	-0,684189975	0.00	20.00
0.00	6.00	1.00	0.00	-1,625436068	1.00	152,5
1.00	4.00	1.00	1.00	-0,518594265	1.00	43.00
1.00	7.00	1.00	0.00	-1,055335045	1.00	88.00
0.00	5.00	1.00	0.00	-0,890844882	1.00	36.00
1.00	4.00	1.00	1.00	-3,092047215	1.00	0.00
1.00		1.00	1.00	-0,02887425	0.00	200,5
0.00		1.00	1.00	-0,082389526	1.00	87.00
1.00	4.00	1.00	0.00	0,020715898	1.00	45,29999924
1.00		1.00	1.00	-0,022731354	0.00	105,4000015
0.00	5.00	1.00	1.00	-0,815135479	1.00	48.00
0.00	3.00	1.00	1.00	-1,511448264	1.00	58,40000153
1.00	2.00	1.00	1.00	-0,629270673	1.00	40.00
1.00	6.00	1.00	1.00	-1,964568973	0.00	29,5
1.00		1.00	1.00	0,18881771	1.00	79,69999695
1.00		1.00	1.00	0,488881201	1.00	73.00
0.00	5.00	1.00	1.00	-1,242243767	1.00	255,3769989
0.00	11.00	1.00	1.00	-3,576051474	1.00	34.00
1.00	5.00	1.00	1.00	-0,717499673	1.00	210.00
1.00	3.00	1.00	1.00	-1,633812308	1.00	39,5
0.00	4.00	1.00	1.00	-1,088285804	0.00	55.00
1.00		1.00	1.00	-0,282233804	0.00	43,36999893
0.00	4.00	1.00	1.00	-1,261731386	0.00	50.00
1.00	4.00	1.00	1.00	-1,744655013	1.00	66,09999847
1.00	5.00	1.00	0.00	-1,283771038	0.00	111,8000031
0.00	7.00	1.00	0.00	0,071103401	1.00	68,59999847
0.00	4.00	1.00	1.00	-1,102301478	1.00	45.00
1.00	7.00	1.00	0.00	1,315495968	1.00	131,5
1.00	7.00	1.00	0.00	-0,213621214	0.00	173,4799957
1.00	5.00	1.00	0.00	0,690076172	1.00	50,5
0.00	8.00	1.00	1.00	-1,49011457	1.00	0.00
1.00	5.00	1.00	0.00	2,568569899	0.00	102,5
1.00	3.00	1.00	0.00	-1,121966004	1.00	258.00
0.00	4.00	1.00	1.00	-1,779770136	1.00	34,5
1.00	4.00	1.00	1.00	-1,936882496	1.00	119,5
0.00	10.00	1.00	1.00	-1,789220095	0.00	2,5
0.00	6.00	1.00	0.00	-2,0674541	1.00	59,5
1.00	8.00	1.00	1.00	-1,645229459	1.00	4,699999809
1.00	6.00	1.00	0.00	-0,82787627	1.00	36.00
1.00	3.00	1.00	0.00	0,403892696	1.00	0,5
1.00		1.00	1.00	0,401241541	1.00	0,5
0.00	4.00	1.00	0.00	1,996469975	1.00	106,5
0.00	12.00	1.00	0.00	-2,892718077	1.00	160,6000061
0.00	2.00	1.00	0.00	0,726835072	0.00	0,5
0.00	5.00	1.00	0.00	-0,497502327	1.00	33,20000076
1.00	3.00	1.00	1.00	-0,58896178	0.00	61.00
0.00	5.00	1.00	0.00	-1,713414073	1.00	133,5
0.00	7.00	1.00	1.00	-1,565160632	1.00	191,2400055
0.00	4.00	1.00	1.00	-0,960213542	1.00	86,59999847
1.00	8.00	1.00	1.00	-2,080115318	1.00	119,5
0.00	5.00	1.00	0.00	1,13657999	1.00	55,49913788
0.00		1.00	1.00	0,3666794	1.00	38,90000153
0.00	4.00	1.00	0.00	-0,932337224	1.00	30.00
1.00		1.00	1.00	0,55386734	1.00	169,2097931
0.00		1.00	1.00	1,45061326	0.00	198,5
0.00	2.00	1.00	1.00	-1,919861913	1.00	14,5
0.00	4.00	1.00	1.00	-0,401653975	1.00	45.00
1.00	7.00	1.00	1.00	-1,416327238	1.00	0.00
0.00	7.00	1.00	1.00	-1,353719115	1.00	20.00
0.00	3.00	1.00	0.00	0,107576199	0.00	70,5
0.00	6.00	1.00	1.00	-4,72743845	1.00	21.00
1.00	5.00	1.00	0.00	-0,228339121	1.00	0.00
0.00		1.00	1.00	0,456082255	1.00	60,5
0.00	3.00	1.00	0.00	0,389488786	1.00	120,5
0.00		1.00	1.00	0,152109176	1.00	0,5
1.00	13.00	1.00	0.00	0,741574407	1.00	24,5
1.00	5.00	1.00	0.00	-2,047614098	0.00	55,5
0.00	7.00	1.00	0.00	2,785827875	1.00	20,5
1.00	4.00	1.00	0.00	0,309312999	1.00	65.00
0.00	4.00	1.00	0.00	0,396883696	1.00	90,5
0.00		1.00	1.00	0,886052072	1.00	0,5
0.00	3.00	1.00	1.00	-1,125109911	1.00	39,40000153
1.00	8.00	1.00	0.00	-1,195716023	0.00	0.00
1.00	8.00	1.00	0.00	-0,968962967	1.00	150.00
0.00	3.00	1.00	0.00	0,17606248	1.00	54,09999847
1.00	6.00	1.00	0.00	0,933475494	1.00	80,5
0.00	4.00	1.00	0.00	-0,669783115	1.00	0.00
0.00		1.00	1.00	0,657769382	1.00	130,3000031
0.00	4.00	1.00	1.00	-3,213554144	1.00	72.00
0.00	4.00	1.00	0.00	-0,766176105	1.00	28.00
0.00		1.00	1.00	0,378958941	1.00	50,5
1.00	6.00	1.00	0.00	-0,865934312	1.00	55.00
0.00	4.00	1.00	0.00	0,059943803	0.00	218,5
1.00	4.00	1.00	0.00	-1,007201076	1.00	50.00
1.00	7.00	1.00	1.00	-0,910201013	1.00	80.00
0.00	5.00	1.00	1.00	-1,445240855	1.00	60.00
0.00	3.00	1.00	1.00	-1,65435183	1.00	59,5
1.00		1.00	1.00	-0,045842305	1.00	68.00
0.00	6.00	1.00	0.00	-0,678952098	0.00	60.00
0.00	5.00	1.00	1.00	-0,403829992	0.00	132.00
0.00	3.00	1.00	0.00	0,536763906	1.00	68,01000214
1.00	10.00	1.00	0.00	-0,594039798	1.00	163,6000061
0.00	3.00	1.00	0.00	-0,29190439	1.00	45,29999924
0.00	4.00	1.00	0.00	-0,472000718	1.00	77.00
1.00	4.00	1.00	0.00	-2,389886141	1.00	39.00
1.00	6.00	1.00	0.00	-1,207923055	1.00	105,4000015
1.00	7.00	1.00	0.00	-1,677685022	0.00	119,9499969
1.00	3.00	1.00	1.00	-1,556650043	1.00	14,5
1.00	9.00	1.00	1.00	-0,721033633	0.00	44.00
1.00	4.00	1.00	1.00	-1,328209519	1.00	36.00
0.00		1.00	1.00	0,033326883	1.00	108,5
1.00	3.00	1.00	0.00	-1,890563011	1.00	39,5
1.00	4.00	1.00	1.00	-1,355595708	1.00	115.00
0.00	6.00	1.00	1.00	-1,23420465	1.00	101,5999985
0.00	14.00	1.00	0.00	-0,462386608	1.00	214,8999939
1.00	3.00	1.00	0.00	-1,152482033	1.00	0.00
0.00		1.00	1.00	4,097700596	1.00	50,5
1.00		1.00	1.00	-0,255642205	1.00	131.00
1.00	5.00	1.00	0.00	-1,978111029	1.00	0.00
0.00	8.00	1.00	0.00	1,087362885	1.00	139,6600037
0.00	7.00	1.00	0.00	0,244931683	0.00	100,5
1.00	5.00	1.00	0.00	-2,150488138	1.00	27.00
1.00	7.00	1.00	1.00	-1,480490804	1.00	1.00
1.00	3.00	1.00	0.00	-0,440628588	1.00	31,5
1.00	4.00	1.00	1.00	-1,540658116	1.00	29,5
0.00	3.00	1.00	0.00	1,308251977	1.00	18,70000076
0.00		1.00	1.00	-0,051128019	1.00	100.00
0.00		1.00	1.00	-0,0389218	1.00	40.00
0.00	4.00	1.00	0.00	-1,724951029	1.00	59,5
0.00	5.00	1.00	1.00	-1,802557588	0.00	87,90000153
1.00	6.00	1.00	0.00	1,13844192	1.00	134,5
0.00	6.00	1.00	0.00	-0,5558213	1.00	260,3399963
0.00		1.00	1.00	3,137983799	1.00	45,5
0.00		1.00	1.00	-0,158360809	1.00	66.00
1.00	9.00	1.00	0.00	-1,490813017	1.00	0.00
1.00	4.00	1.00	0.00	-0,701772988	1.00	14.00
1.00	4.00	1.00	0.00	-1,46805203	0.00	210.00
0.00	6.00	1.00	0.00	-1,02452004	1.00	30.00
1.00	5.00	1.00	0.00	-1,204651117	1.00	117,1999969
1.00	6.00	1.00	0.00	-0,145976707	1.00	900.00
1.00	10.00	1.00	0.00	-0,504144371	0.00	3.00
0.00	10.00	1.00	0.00	-2,231667995	1.00	79.00
1.00	5.00	1.00	1.00	-1,403970957	1.00	109,6999969
1.00	5.00	1.00	1.00	-1,246767163	1.00	70.00
1.00	5.00	1.00	1.00	-2,281505823	1.00	18,79999924
0.00	4.00	1.00	0.00	2,713744879	1.00	52,59999847
1.00	6.00	1.00	0.00	2,023166895	1.00	0,5
1.00	4.00	1.00	0.00	-1,214431047	1.00	30.00
0.00	4.00	1.00	0.00	-0,712130904	0.00	86,37000275
1.00		1.00	1.00	-0,27954179	1.00	40.00
0.00		1.00	1.00	-0,045940179	1.00	30.00
1.00	9.00	1.00	0.00	-1,068451047	1.00	168.00
1.00	5.00	1.00	1.00	-0,963154674	1.00	164.00
0.00	10.00	1.00	0.00	-0,895611405	0.00	84,00980377
1.00	3.00	1.00	0.00	1,883154988	1.00	43,79999924
1.00	4.00	1.00	1.00	-1,572629094	1.00	117,5
0.00	6.00	1.00	1.00	-1,208132863	0.00	32.00
0.00		1.00	1.00	-0,105238467	1.00	47.00
1.00	5.00	1.00	0.00	-0,287423611	1.00	82.00
1.00	4.00	1.00	0.00	0,413670808	0.00	69,5
1.00	4.00	1.00	0.00	-0,517284393	1.00	28.00
1.00	4.00	1.00	0.00	-1,180534005	1.00	0.00
0.00	7.00	1.00	0.00	0,55622071	1.00	0,5
1.00	5.00	1.00	0.00	-1,591530085	1.00	109,5
1.00		1.00	1.00	-0,133765861	1.00	30.00
0.00	4.00	1.00	1.00	-1,409879088	1.00	124.00
1.00	4.00	1.00	0.00	-0,986758053	1.00	12.00
1.00	4.00	1.00	0.00	0,116753802	0.00	51,70000076
1.00	15.00	1.00	1.00	-0,9317711	1.00	360.00
1.00	3.00	1.00	0.00	-3,938225985	1.00	4.00
0.00		1.00	1.00	-0,168005168	0.00	95.00
0.00	3.00	1.00	0.00	-0,745991111	1.00	0.00
0.00	4.00	1.00	1.00	-0,386392862	1.00	61.00
0.00	9.00	1.00	1.00	-1,055597186	1.00	126,5250015
0.00	5.00	1.00	1.00	-0,434411287	1.00	43,29999924
0.00	4.00	1.00	0.00	0,933107674	1.00	80,5
1.00	6.00	1.00	1.00	-1,513890028	1.00	80.00
1.00	4.00	1.00	0.00	-1,605853081	0.00	42,5
1.00	5.00	1.00	1.00	-0,719383538	1.00	0.00
1.00	4.00	1.00	0.00	0,186520591	1.00	60,5
1.00	10.00	1.00	0.00	-0,730649412	1.00	54,90000153
1.00	4.00	1.00	0.00	-0,611256182	1.00	105.00
1.00	5.00	1.00	0.00	0,619713902	1.00	70,5
0.00	4.00	1.00	1.00	-1,962288022	1.00	61,29999924
0.00	4.00	1.00	0.00	-0,924916685	1.00	0.00
0.00	8.00	1.00	0.00	-4,4572649	1.00	11.00
0.00	7.00	1.00	0.00	-1,189563036	1.00	92.00
0.00	3.00	1.00	0.00	0,301565498	1.00	15,5
1.00	8.00	1.00	0.00	0,330148697	1.00	40,5
0.00	9.00	1.00	1.00	-5,039225101	1.00	51,79999924
1.00	5.00	1.00	1.00	-1,072534084	1.00	0.00
1.00	7.00	1.00	0.00	-0,180260316	1.00	0.00
1.00	6.00	1.00	0.00	-0,937029719	1.00	103.00
1.00	4.00	1.00	0.00	-1,577721	1.00	49,5
1.00	5.00	1.00	1.00	-1,232457638	1.00	17.00
0.00	10.00	1.00	0.00	-0,357174486	1.00	122,4000015
1.00	5.00	1.00	1.00	-0,533488929	1.00	46,79999924
0.00		1.00	1.00	-0,256720692	1.00	87,37000275
1.00	5.00	1.00	1.00	-0,437703401	1.00	163.00
0.00	3.00	1.00	0.00	0,852906883	1.00	46.00
1.00		1.00	1.00	-0,343578637	1.00	140,3128052
0.00	7.00	1.00	0.00	-1,828423023	1.00	17,5
0.00	3.00	1.00	0.00	0,027518099	0.00	50,5
0.00		1.00	1.00	-0,273694605	1.00	0.00
0.00	5.00	1.00	0.00	-0,840392709	1.00	81,40000153
0.00	4.00	1.00	1.00	-1,901613116	1.00	0.00
0.00	3.00	1.00	0.00	0,78665328	1.00	16,5
0.00	6.00	1.00	0.00	-2,314551115	1.00	204.00
1.00	6.00	1.00	0.00	-0,444864899	1.00	108,6999969
0.00	4.00	1.00	1.00	-1,160038471	1.00	51,59999847
1.00		1.00	1.00	1,196941018	1.00	300,5
0.00	5.00	1.00	0.00	0,450878114	1.00	44,5
1.00	3.00	1.00	0.00	0,696718693	1.00	80,5
0.00		1.00	1.00	-0,298577845	0.00	96,30000305
0.00	6.00	1.00	1.00	-0,440101713	1.00	5.00
1.00	8.00	1.00	1.00	-2,19990778	1.00	0.00
0.00	4.00	1.00	0.00	-0,433153391	1.00	43,29999924
1.00	8.00	1.00	1.00	-3,415605545	1.00	611.00
0.00	4.00	1.00	0.00	1,290184975	1.00	43,80089951
1.00	6.00	1.00	0.00	0,59301132	1.00	92,5
1.00	3.00	1.00	1.00	-1,308617234	1.00	50.00
0.00	6.00	1.00	0.00	0,014898898	1.00	100,8000031
0.00	4.00	1.00	0.00	0,416962504	1.00	111,5
0.00		1.00	1.00	0,474010289	1.00	229.00
1.00	5.00	1.00	0.00	4,25965929	1.00	0,5
1.00		1.00	1.00	0,43864128	1.00	39,20000076
1.00	5.00	1.00	0.00	-0,670597792	1.00	75.00
0.00	3.00	1.00	1.00	-0,637587011	1.00	35.00
1.00	2.00	1.00	1.00	-0,569961488	0.00	43.00
0.00	6.00	1.00	1.00	-1,616683602	0.00	29,5
1.00	3.00	1.00	0.00	-0,648468077	1.00	43,29999924
1.00	4.00	1.00	1.00	-0,47814998	1.00	134.00
0.00	3.00	1.00	0.00	-0,0143937	1.00	5,5
1.00	5.00	1.00	0.00	-0,401555985	1.00	110.00
0.00	2.00	1.00	0.00	-0,942128778	1.00	53,29999924
1.00		1.00	1.00	-0,334621996	1.00	315.00
1.00	4.00	1.00	1.00	-1,560014367	1.00	43,20000076
0.00		1.00	1.00	0,253159791	0.00	13,69999981
0.00	7.00	1.00	0.00	-1,359022021	1.00	0.00
1.00	6.00	1.00	1.00	-1,135882258	0.00	86.00
0.00	3.00	1.00	1.00	-0,490942419	1.00	91.00
0.00	7.00	1.00	0.00	-0,112923399	1.00	0.00
1.00		1.00	1.00	0,605352759	1.00	24,5
0.00	5.00	1.00	1.00	-0,537455738	1.00	12.00
1.00	3.00	1.00	1.00	-0,778589845	0.00	100.00
0.00	4.00	1.00	0.00	2,958199024	0.00	70,5
0.00	10.00	1.00	1.00	-2,107331038	1.00	118.00
0.00	3.00	1.00	0.00	0,144504189	1.00	52,5
1.00	5.00	1.00	0.00	3,792965889	1.00	32,5
1.00	4.00	1.00	0.00	-1,100181103	1.00	200.00
1.00	4.00	1.00	0.00	0,647355795	1.00	161,3000031
1.00		1.00	1.00	-0,259371668	1.00	43,29999924
1.00	11.00	1.00	1.00	-1,011977434	1.00	15,89999962
1.00	4.00	1.00	1.00	-0,546048641	1.00	45.00
0.00	4.00	1.00	0.00	-1,977365017	1.00	86,27999878
1.00	3.00	1.00	1.00	-1,168230891	1.00	102.00
1.00	3.00	1.00	1.00	-1,219999075	1.00	160.00
1.00		1.00	1.00	1,772336364	1.00	55,5
0.00	5.00	1.00	0.00	0,280755311	1.00	37,5
1.00	4.00	1.00	1.00	-1,978458881	1.00	29,5
0.00	4.00	1.00	0.00	0,298601389	1.00	25,5
1.00	5.00	1.00	0.00	0,635355175	1.00	115,8000031
1.00	4.00	1.00	0.00	-0,219780222	1.00	24.00
1.00	4.00	1.00	1.00	-0,85270828	1.00	160.00
1.00	5.00	1.00	0.00	-0,386478812	1.00	60.00
1.00	4.00	1.00	0.00	0,509382069	1.00	44,5
1.00	8.00	1.00	1.00	-2,513536692	1.00	19.00
0.00	6.00	1.00	0.00	-0,390892804	1.00	138,6000061
0.00	4.00	1.00	0.00	1,222530961	1.00	168,5
0.00	3.00	1.00	0.00	-1,933988094	0.00	28,5
0.00		1.00	1.00	-0,269010156	1.00	79,59999847
0.00	5.00	1.00	1.00	-1,072953939	1.00	86,77999878
0.00	3.00	1.00	0.00	0,793575406	1.00	120,5
1.00	11.00	1.00	0.00	-1,816529036	1.00	11,89999962
1.00	5.00	1.00	0.00	1,233355999	1.00	44,5
1.00	4.00	1.00	0.00	-0,552737594	0.00	43,29999924
1.00	5.00	1.00	0.00	-1,91534102	1.00	173,5
1.00	3.00	1.00	0.00	0,55911243	0.00	60,5
1.00		1.00	1.00	0,438492954	0.00	30,5
0.00	7.00	1.00	0.00	-1,036359072	1.00	36.00
0.00		1.00	1.00	1,020744324	1.00	15,5
1.00	4.00	1.00	0.00	-0,802490592	1.00	20.00
1.00	3.00	1.00	0.00	0,270528197	0.00	57,70000076
1.00	4.00	1.00	0.00	-0,308045208	1.00	134.00
0.00	7.00	1.00	1.00	-0,571545184	1.00	110.00
0.00	6.00	1.00	1.00	-1,387900591	1.00	68,40000153
0.00	7.00	1.00	0.00	-2,684461117	1.00	51,90000153
0.00	7.00	1.00	0.00	-0,600712478	1.00	93,56009674
1.00	4.00	1.00	0.00	-0,73766917	1.00	18.00
1.00		1.00	1.00	0,64693284	1.00	50,5
0.00	5.00	1.00	0.00	0,275890619	0.00	14,89999962
0.00	20.00	1.00	1.00	-2,536645412	0.00	62.00
0.00	5.00	1.00	0.00	1,030179977	0.00	60,20000076
0.00	4.00	1.00	0.00	-0,795778573	1.00	57,84999847
1.00	4.00	1.00	1.00	-1,955010414	1.00	106,6999969
0.00		1.00	1.00	-0,149476349	1.00	87,59999847
1.00	5.00	1.00	0.00	0,22776778	1.00	80,5
0.00	4.00	1.00	0.00	-2,835762024	1.00	47,29999924
0.00	5.00	1.00	1.00	-3,41511035	1.00	31.00
1.00	6.00	1.00	1.00	-2,416769505	1.00	65.00
0.00	6.00	1.00	1.00	-0,790636957	1.00	18.00
0.00		1.00	1.00	2,277268648	1.00	153,1999969
1.00	4.00	1.00	1.00	-0,701829493	1.00	30.00
0.00	5.00	1.00	0.00	-2,10184598	0.00	98,76000214
1.00		1.00	1.00	0,636388063	1.00	47,79999924
0.00		1.00	1.00	1,128283143	1.00	36,5
1.00		1.00	1.00	1,608410597	1.00	40,5
0.00	5.00	1.00	0.00	-0,675684512	1.00	36.00
1.00	3.00	1.00	0.00	-0,150788501	1.00	30.00
1.00	2.00	1.00	0.00	0,542149425	1.00	32,5
1.00	4.00	1.00	0.00	0,415222496	1.00	30,5
0.00	3.00	1.00	0.00	-1,716731071	1.00	74,5
1.00	4.00	1.00	0.00	-0,131970599	1.00	0.00
1.00	8.00	1.00	0.00	0,646923184	1.00	173,9799957
1.00	9.00	1.00	0.00	0,520937264	1.00	0,5
1.00	6.00	1.00	0.00	1,071858883	1.00	130,6100006
0.00	5.00	1.00	1.00	-2,547382355	1.00	85,73999786
1.00	6.00	1.00	0.00	1,432856917	0.00	60,5
0.00		1.00	1.00	0,162608832	1.00	71,30000305
0.00	5.00	1.00	1.00	-1,048891783	1.00	350.00
0.00	7.00	1.00	0.00	-0,957242787	1.00	220.00
1.00	6.00	1.00	1.00	-1,467945695	1.00	0.00
0.00	5.00	1.00	0.00	-2,466743946	1.00	39.00
1.00	4.00	1.00	0.00	0,369878292	1.00	64.00
1.00		1.00	1.00	0,58360976	1.00	0,5
0.00	3.00	1.00	1.00	-0,695932567	1.00	5.00
1.00	5.00	1.00	1.00	-1,590953708	1.00	0.00
0.00	5.00	1.00	1.00	-0,615819335	1.00	21,5
0.00	7.00	1.00	1.00	-2,429551363	1.00	39.00
1.00	9.00	1.00	0.00	-0,131575808	1.00	103.00
0.00	4.00	1.00	1.00	-0,876362324	1.00	59,40000153
0.00	4.00	1.00	0.00	-0,201005921	1.00	30.00
0.00	4.00	1.00	1.00	-1,422341347	1.00	90.00
0.00	3.00	1.00	0.00	-0,243604526	1.00	55.00
0.00	3.00	1.00	1.00	-1,498125434	1.00	44.00
1.00	4.00	1.00	1.00	-1,516541958	1.00	104.00
0.00		1.00	1.00	-0,014219264	1.00	0,5
1.00		1.00	1.00	1,108883262	0.00	25,5
1.00	2.00	1.00	0.00	-0,642869115	1.00	70.00
1.00	4.00	1.00	1.00	-1,34585619	1.00	50.00
1.00		1.00	1.00	0,445513844	1.00	8,5
1.00	5.00	1.00	0.00	-3,426641941	1.00	59.00
1.00	5.00	1.00	1.00	-2,025304079	1.00	87,5
0.00	4.00	1.00	0.00	-3,700232029	0.00	85.00
0.00	8.00	1.00	0.00	1,303085923	1.00	258,5
1.00	2.00	1.00	0.00	-1,000819921	0.00	42.00
0.00	2.00	1.00	1.00	-0,468447238	1.00	30.00
0.00	6.00	1.00	0.00	1,422884941	1.00	36,5
1.00	5.00	1.00	1.00	-0,900796652	1.00	93,30000305
1.00	4.00	1.00	0.00	-1,229141116	0.00	10.00
0.00	4.00	1.00	0.00	-0,2828646	1.00	84.00
1.00	7.00	1.00	0.00	-2,354712009	1.00	49.00
0.00	3.00	1.00	0.00	-0,360243797	1.00	43,79999924
0.00	4.00	1.00	1.00	-1,824813724	0.00	59,5
1.00	9.00	1.00	0.00	-0,56005162	1.00	143,9996033
1.00	4.00	1.00	0.00	-0,611838102	1.00	43.00
1.00	3.00	1.00	0.00	-0,146712795	1.00	70,80000305
0.00	5.00	1.00	1.00	-1,67459023	1.00	0.00
0.00	6.00	1.00	0.00	-0,272365987	0.00	80.00
0.00		1.00	1.00	-0,337756723	1.00	48.00
0.00	4.00	1.00	0.00	1,315391898	1.00	68,90000153
1.00	7.00	1.00	0.00	-0,194534615	0.00	140.00
1.00	7.00	1.00	1.00	-0,602715433	0.00	0.00
0.00	7.00	1.00	0.00	1,101241946	1.00	2.00
1.00	6.00	1.00	0.00	0,35255459	1.00	6,5
1.00	6.00	1.00	1.00	-2,77356267	0.00	85.00
1.00	4.00	1.00	1.00	-1,990388393	1.00	49,5
1.00	9.00	1.00	1.00	-1,081663251	1.00	230.00
0.00	2.00	1.00	0.00	0,556251705	1.00	17,89999962
0.00	4.00	1.00	0.00	0,407308012	1.00	55,5
0.00	5.00	1.00	1.00	-2,067425013	1.00	59,5
1.00	3.00	1.00	1.00	-2,312378883	1.00	65.00
1.00	5.00	1.00	0.00	0,287657201	1.00	0,5
1.00	4.00	1.00	0.00	0,295139611	1.00	20,5
0.00	3.00	1.00	1.00	-1,260175228	1.00	0.00
0.00	7.00	1.00	0.00	-2,296847105	1.00	105,8000031
1.00	5.00	1.00	0.00	-1,811971068	1.00	29,5
1.00		1.00	1.00	0,711220562	1.00	32,5
0.00	3.00	1.00	1.00	-2,155850172	1.00	149.00
1.00	4.00	1.00	1.00	-0,696609318	1.00	100.00
0.00		1.00	1.00	0,984300494	1.00	40,5
1.00	6.00	1.00	1.00	-1,722960591	1.00	136,1999969
0.00	5.00	1.00	0.00	0,550952494	1.00	74.00
0.00	6.00	1.00	1.00	-0,478231519	0.00	156.00
0.00	4.00	1.00	1.00	-1,922438502	0.00	0.00
1.00	3.00	1.00	0.00	0,277066797	1.00	201,1399994
1.00	10.00	1.00	0.00	0,637663603	1.00	0,5
0.00	6.00	1.00	0.00	-0,223517701	1.00	32,40000153
1.00	5.00	1.00	1.00	-1,826286316	1.00	59,5
1.00	3.00	1.00	1.00	-1,59835887	1.00	89,5
0.00	3.00	1.00	0.00	-0,055557303	1.00	40.00
0.00	3.00	1.00	0.00	-0,325151414	1.00	50.00
0.00	3.00	1.00	0.00	-0,99662298	1.00	43,29999924
1.00	3.00	1.00	1.00	-1,656567454	1.00	78,75
1.00	4.00	1.00	0.00	-1,256889105	1.00	340.00
0.00	3.00	1.00	0.00	-0,520618618	1.00	60,59999847
0.00		1.00	1.00	0,245120108	1.00	30,5
1.00		1.00	1.00	0,241267666	1.00	123,8000031
0.00		1.00	1.00	-0,056439415	1.00	97.00
0.00	3.00	1.00	0.00	0,169607505	1.00	8,5
1.00	4.00	1.00	0.00	-0,220936015	1.00	91.00
0.00	6.00	1.00	0.00	-1,017499089	1.00	51.00
0.00	4.00	1.00	0.00	1,499653935	0.00	30,5
0.00	4.00	1.00	1.00	-2,295426607	1.00	59.00
1.00	5.00	1.00	1.00	-1,447152376	0.00	86,59999847
1.00	4.00	1.00	1.00	-1,039727926	1.00	19.00
0.00	4.00	1.00	0.00	-1,394111037	1.00	36.00
1.00		1.00	1.00	2,963546515	0.00	74,55000305
0.00	4.00	1.00	0.00	-2,505184174	1.00	116.00
0.00		1.00	1.00	4,057451725	1.00	74,5
1.00	3.00	1.00	1.00	-0,528770268	1.00	5.00
1.00	3.00	1.00	0.00	-0,84085381	0.00	85,40000153
1.00	7.00	1.00	1.00	-0,962488472	0.00	37,90000153
1.00	4.00	1.00	0.00	-1,467581034	1.00	55.00
1.00	6.00	1.00	0.00	0,881260395	1.00	25,5
1.00	4.00	1.00	0.00	0,306965888	1.00	38,5
0.00	5.00	1.00	1.00	-0,624581099	1.00	87.00
1.00		1.00	1.00	1,263390064	1.00	2,5
0.00	4.00	1.00	0.00	-0,979638994	0.00	40.00
0.00	6.00	1.00	0.00	-1,580863118	1.00	42,5
1.00	5.00	1.00	1.00	-1,617563367	1.00	55,06999969
1.00	6.00	1.00	1.00	-0,549968064	1.00	32.00
0.00	6.00	1.00	0.00	-0,270387411	1.00	170,0119934
0.00	15.00	1.00	1.00	-0,520281911	0.00	70.00
0.00	4.00	1.00	1.00	-0,842256129	1.00	44.00
0.00	7.00	1.00	0.00	-1,57071209	1.00	199,5
1.00		1.00	1.00	-0,114747465	1.00	109,5
1.00	5.00	1.00	0.00	-0,450779587	0.00	23,64999962
